SemanaId;EntidadIdentificador;TipoTransaccion;FormadePago;Estado;Cantidad;Volumen
202536;B;6;80;DEVUELTA;1;120
202536;B;9;20;ACREDITADO;3323;159028574.55
202536;B;9;20;DEVUELTA;1;4.40
202536;B;9;20;RECHAZADA;18;430965.01
202536;C;9;20;ACREDITADO;26823;3008838040.03
202536;C;9;20;DEVUELTA;5;102581.21
202536;C;9;20;RECHAZADA;311;65449950.90
202536;D;9;20;ACREDITADO;11566;3164654094.44
202536;D;9;20;RECHAZADA;271;98996619.43
202536;E;9;20;ACREDITADO;261;2161028
202536;E;9;20;RECHAZADA;1;15279
202536;F;9;20;ACREDITADO;2111;414157015.50
202536;F;9;20;RECHAZADA;100;46054747.65
202536;G;9;20;ACREDITADO;8888;279058365.44
202536;G;9;20;RECHAZADA;145;4367180.41
202536;H;9;20;ACREDITADO;136;761520
202536;J;4;90;ACREDITADO;1782;373775039.10
202536;J;4;90;RECHAZADA;52;12721689.24
202536;J;6;90;ACREDITADO;1054;201119465.87
202536;J;6;90;RECHAZADA;206;61969569.56
202536;K;4;90;ACREDITADO;2277;434276134.41
202536;K;4;90;DEVUELTA;2;95280.26
202536;K;4;90;RECHAZADA;261;68235379.06
202536;K;6;90;ACREDITADO;2432;451966279.76
202536;K;6;90;RECHAZADA;493;125777260.42
202536;MALA;9;20;ACREDITADO;3;2015
202536;N;9;20;ACREDITADO;3967;210646613.44
202536;N;9;20;RECHAZADA;44;3592125.86
202536;PMC;2;50;ACREDITADO;62627;10691693290.74
202536;Q;6;90;ACREDITADO;388;23696568.08
202536;Q;6;90;RECHAZADA;50;66681440.58
202536;R;9;20;ACREDITADO;16434;1795606583.94
202536;R;9;20;DEVUELTA;48;4495627.43
202536;R;9;20;RECHAZADA;422;125199500.32
202536;SURF;4;10;ACREDITADO;1;33800
202536;SURF;4;60;ACREDITADO;394;20952150
202536;SURF;4;60;RECHAZADA;14;1594700
202536;SURF;4;80;ACREDITADO;36;1253990
202536;SURF;4;80;RECHAZADA;5;523000
202536;SURF;4;90;ACREDITADO;4897;233797934.96
202536;SURF;4;90;DEVUELTA;3;200010
202536;SURF;4;90;RECHAZADA;206;11806800
202536;SURF;9;20;ACREDITADO;4432;183313494.58
202536;SURF;9;20;RECHAZADA;115;6437200
202536;T;4;80;DEVUELTA;8;337.22
202536;T;4;80;RECHAZADA;13;94.98
202536;T;4;90;DEVUELTA;1;100
202536;T;6;90;DEVUELTA;1;100
202536;T;9;20;DEVUELTA;3;59
202536;U;4;60;ACREDITADO;16;2734510.93
202536;U;4;60;RECHAZADA;2;546136
202536;U;4;90;ACREDITADO;239;29294304.25
202536;U;4;90;RECHAZADA;68;11945989.34
202536;U;6;90;ACREDITADO;155;22627254.92
202536;U;6;90;RECHAZADA;71;7870310.75
202536;V;9;20;ACREDITADO;814;69114451.56
202536;V;9;20;RECHAZADA;46;12433071.51
202536;W;9;20;ACREDITADO;1771;321336500.67
202536;W;9;20;RECHAZADA;16;4716675.73
202536;Y;6;90;ACREDITADO;1301;149929660.92
202536;Y;6;90;RECHAZADA;352;44279347.99
202537;3;6;80;DEVUELTA;2;15000
202537;6;1;40;ACREDITADO;7;980000
202537;6;6;60;ACREDITADO;5;290
202537;6;6;60;RECHAZADA;8;349
202537;6;6;90;ACREDITADO;1676;96261220
202537;6;6;90;RECHAZADA;323;24422091.59
202537;A009;1;40;ACREDITADO;927;134629739.03
202537;A012;9;20;ACREDITADO;165;26277693.66
202537;A012;9;20;RECHAZADA;1;295902.43
202537;A014;9;20;ACREDITADO;13;557338.42
202537;A016;1;40;ACREDITADO;406;64178145.68
202537;A016;6;90;ACREDITADO;150;25255280.25
202537;A016;6;90;RECHAZADA;27;5672543.52
202537;A020;4;60;ACREDITADO;17;277468.15
202537;A020;4;80;ACREDITADO;58;1849387.26
202537;A020;4;80;RECHAZADA;1;16291.82
202537;A020;4;90;ACREDITADO;261;7217557.52
202537;A020;4;90;RECHAZADA;5;145457
202537;A020;9;20;ACREDITADO;3;99400
202537;A022;9;20;ACREDITADO;184;1052792
202537;A023;1;40;ACREDITADO;6;1172934.96
202537;A023;6;90;ACREDITADO;62;12516092.83
202537;A023;6;90;RECHAZADA;20;11415072.76
202537;A024;1;40;ACREDITADO;1164;201701456.09
202537;A024;6;80;ACREDITADO;87;19325940
202537;A024;6;80;RECHAZADA;190;57081580
202537;A024;6;90;ACREDITADO;160;30990880
202537;A024;6;90;RECHAZADA;88;19347310
202537;A025;6;90;ACREDITADO;13;3260184.72
202537;A025;6;90;RECHAZADA;3;308578.29
202537;A026;9;20;ACREDITADO;2;11344800.93
202537;A027;9;20;ACREDITADO;2824;298297074
202537;A027;9;20;RECHAZADA;24;1554053
202537;A031;1;40;ACREDITADO;15;324652
202537;A031;9;20;ACREDITADO;104;1206842.51
202537;A032;9;20;ACREDITADO;1;10
202537;A035;6;90;ACREDITADO;385;75206409.30
202537;A035;6;90;RECHAZADA;66;31542611.77
202537;A037;6;90;ACREDITADO;77;4441204.78
202537;A037;6;90;RECHAZADA;14;1023409.82
202537;A038;1;40;ACREDITADO;23701;4809809693.34
202537;A038;6;80;ACREDITADO;994;167808634.83
202537;A038;6;80;RECHAZADA;2224;493334145.96
202537;A040;1;40;ACREDITADO;408;83914210.15
202537;A041;9;20;ACREDITADO;32;3676044.63
202537;A042;9;20;ACREDITADO;1759;108083979.96
202537;A042;9;20;DEVUELTA;5;345363.01
202537;A042;9;20;RECHAZADA;8;395577.48
202537;A045;1;40;ACREDITADO;14408;2542697054.43
202537;A046;4;80;ACREDITADO;29;685000
202537;A046;4;90;ACREDITADO;152;3580500
202537;A046;4;90;RECHAZADA;1;15000
202537;A046;9;20;ACREDITADO;926;33409850
202537;A046;9;20;RECHAZADA;2;38000
202537;A052;1;40;ACREDITADO;105;21727040.72
202537;A053;4;60;ACREDITADO;299;4904182.79
202537;A053;4;60;RECHAZADA;20;257915
202537;A053;4;80;ACREDITADO;387;10914379.78
202537;A053;4;80;RECHAZADA;73;5631218
202537;A053;4;90;ACREDITADO;1045;23271942.72
202537;A053;4;90;DEVUELTA;1;100
202537;A053;4;90;RECHAZADA;52;2806596.53
202537;A053;9;20;ACREDITADO;3909;67120772.43
202537;A053;9;20;RECHAZADA;19;611450.55
202537;A055;9;20;ACREDITADO;3959;56076559.75
202537;A055;9;20;RECHAZADA;11;183100
202537;A058;9;20;ACREDITADO;7;3716830
202537;A060;9;20;ACREDITADO;271;66730698.25
202537;A060;9;20;RECHAZADA;5;247992.78
202537;A061;1;40;ACREDITADO;2;260010
202537;A062;9;20;ACREDITADO;31;297000
202537;A063;9;20;ACREDITADO;43;1136045
202537;A063;9;20;RECHAZADA;2;60300
202537;A064;1;40;ACREDITADO;77;1231000
202537;A065;4;10;ACREDITADO;1;100
202537;A065;4;60;ACREDITADO;32;661961.97
202537;A065;4;60;RECHAZADA;1;187700
202537;A065;4;80;ACREDITADO;21;609526.67
202537;A065;4;80;RECHAZADA;3;42004
202537;A065;4;90;ACREDITADO;112;1436778.80
202537;A065;4;90;RECHAZADA;3;9004.67
202537;A065;9;20;ACREDITADO;10;55961.90
202537;A066;9;20;ACREDITADO;575;20496646.79
202537;A066;9;20;RECHAZADA;2;213429.85
202537;A067;9;20;ACREDITADO;8;97100
202537;A069;1;40;ACREDITADO;3465;347243002.47
202537;A070;9;20;ACREDITADO;1728;207462900
202537;A070;9;20;DEVUELTA;36;6526000
202537;A070;9;20;RECHAZADA;24;4759000
202537;A072;6;80;ACREDITADO;59;8195460
202537;A072;6;80;RECHAZADA;16;2212000
202537;A072;6;90;ACREDITADO;1431;129178168.40
202537;A072;6;90;RECHAZADA;251;23703821.80
202537;A073;9;20;DEVUELTA;7;3508
202537;A074;1;40;ACREDITADO;13;5338374.06
202537;A076;9;20;ACREDITADO;75;15251361.45
202537;A076;9;20;RECHAZADA;4;1820000
202537;A078;9;20;ACREDITADO;618;97362038.53
202537;A078;9;20;DEVUELTA;51;4816710.71
202537;A078;9;20;RECHAZADA;12;4911500
202537;A079;9;20;ACREDITADO;1;1556.38
202537;A080;1;40;ACREDITADO;2709;46724093.20
202537;A081;1;40;ACREDITADO;40;3284447.42
202537;A082;9;20;ACREDITADO;246;42107041.85
202537;A082;9;20;RECHAZADA;35;10301037.10
202537;A084;1;40;ACREDITADO;5043;589698841.43
202537;A085;6;80;RECHAZADA;1;1300
202537;A086;1;40;ACREDITADO;6;52.85
202537;A089;1;40;ACREDITADO;15;192332.74
202537;A090;1;40;ACREDITADO;8451;1558602793.95
202537;A093;6;80;RECHAZADA;1;1
202537;A094;9;20;ACREDITADO;247;1139305
202537;A095;1;40;ACREDITADO;1824;20246239.79
202537;A096;1;40;ACREDITADO;1;5
202537;A098;1;40;ACREDITADO;14;1140627.03
202537;B;1;40;ACREDITADO;1;1
202537;B;4;10;ACREDITADO;1;130000
202537;B;4;60;ACREDITADO;162;964827.15
202537;B;4;60;RECHAZADA;3;38192.31
202537;B;4;80;ACREDITADO;148;3910696.57
202537;B;4;80;DEVUELTA;1;1000
202537;B;4;80;RECHAZADA;14;128543.25
202537;B;4;90;ACREDITADO;812;11646691.19
202537;B;4;90;DEVUELTA;2;28761.20
202537;B;4;90;RECHAZADA;22;423566.73
202537;B;9;20;ACREDITADO;3819;168580770.13
202537;B;9;20;RECHAZADA;4;49270
202537;C;9;20;ACREDITADO;33420;3747397907.36
202537;C;9;20;DEVUELTA;5;75477.72
202537;C;9;20;RECHAZADA;310;56385645.54
202537;D;9;20;ACREDITADO;10709;2796681178.94
202537;D;9;20;RECHAZADA;192;67855310.26
202537;E;9;20;ACREDITADO;267;2336534
202537;F;9;20;ACREDITADO;3680;759785039
202537;F;9;20;RECHAZADA;206;89607173.87
202537;G;9;20;ACREDITADO;9721;281213168.63
202537;G;9;20;RECHAZADA;110;4044438.97
202537;H;9;20;ACREDITADO;220;1149621
202537;H;9;20;RECHAZADA;2;5500
202537;J;4;90;ACREDITADO;2720;550431391.04
202537;J;4;90;RECHAZADA;146;31068863.06
202537;J;6;90;ACREDITADO;1405;246075128.79
202537;J;6;90;RECHAZADA;307;73097835.71
202537;K;4;90;ACREDITADO;3668;688766876.97
202537;K;4;90;DEVUELTA;4;405567
202537;K;4;90;RECHAZADA;420;112365718.70
202537;K;6;90;ACREDITADO;2934;550687606.44
202537;K;6;90;RECHAZADA;815;223623265.90
202537;K;9;20;ACREDITADO;5;215221.11
202537;L;9;20;DEVUELTA;2;15000
202537;MALA;9;20;ACREDITADO;1;1
202537;N;9;20;ACREDITADO;3850;226242760.33
202537;N;9;20;RECHAZADA;26;5611278.68
202537;PMC;2;50;ACREDITADO;86015;16242744396.38
202537;Q;6;90;ACREDITADO;372;19302164.13
202537;Q;6;90;RECHAZADA;57;3317282.65
202537;R;9;20;ACREDITADO;18770;2055553694.34
202537;R;9;20;DEVUELTA;25;2135216.74
202537;R;9;20;RECHAZADA;418;122742179.84
202537;SURF;4;10;ACREDITADO;1;110000
202537;SURF;4;60;ACREDITADO;411;19854200
202537;SURF;4;60;RECHAZADA;20;1763400
202537;SURF;4;80;ACREDITADO;61;2702115
202537;SURF;4;80;DEVUELTA;2;1010
202537;SURF;4;80;RECHAZADA;23;187702
202537;SURF;4;90;ACREDITADO;4684;209675410.07
202537;SURF;4;90;DEVUELTA;6;280130
202537;SURF;4;90;RECHAZADA;243;11147350
202537;SURF;9;20;ACREDITADO;4740;195537091.71
202537;SURF;9;20;RECHAZADA;60;2507000
202537;T;4;80;DEVUELTA;2;20.02
202537;T;9;20;ACREDITADO;1;12.35
202537;U;4;60;ACREDITADO;40;4484503.81
202537;U;4;60;RECHAZADA;2;66146.99
202537;U;4;90;ACREDITADO;415;53940635.92
202537;U;4;90;DEVUELTA;1;143701.40
202537;U;4;90;RECHAZADA;64;9955104.71
202537;U;6;90;ACREDITADO;258;36553601.20
202537;U;6;90;RECHAZADA;90;412283892.83
202537;V;9;20;ACREDITADO;844;85485841.83
202537;V;9;20;RECHAZADA;20;5658593.80
202537;W;9;20;ACREDITADO;3586;657494302.69
202537;W;9;20;RECHAZADA;9;1390185.98
202537;Y;6;90;ACREDITADO;1584;180690186.61
202537;Y;6;90;RECHAZADA;507;72793436.44
202538;6;1;40;ACREDITADO;12;3121850
202538;6;6;90;ACREDITADO;1439;75929240.76
202538;6;6;90;RECHAZADA;337;24721226.02
202538;A009;1;40;ACREDITADO;383;55736388.46
202538;A012;9;20;ACREDITADO;50;7065928.54
202538;A012;9;20;RECHAZADA;2;270310
202538;A014;9;20;ACREDITADO;11;317301.05
202538;A016;1;40;ACREDITADO;146;17344552.32
202538;A016;6;90;ACREDITADO;44;5390047.24
202538;A016;6;90;RECHAZADA;24;3233776.66
202538;A020;4;60;ACREDITADO;16;229042.21
202538;A020;4;60;RECHAZADA;1;25200
202538;A020;4;80;ACREDITADO;49;1366788.17
202538;A020;4;80;RECHAZADA;2;27046.52
202538;A020;4;90;ACREDITADO;225;5275767.88
202538;A020;4;90;RECHAZADA;7;229564.86
202538;A020;9;20;ACREDITADO;3;39300
202538;A022;9;20;ACREDITADO;182;1014208
202538;A022;9;20;RECHAZADA;1;5512
202538;A023;1;40;ACREDITADO;1;33
202538;A023;6;90;ACREDITADO;39;7694136.22
202538;A023;6;90;RECHAZADA;14;6210822.09
202538;A024;1;40;ACREDITADO;600;113063697.92
202538;A024;6;80;ACREDITADO;33;7062980
202538;A024;6;80;RECHAZADA;61;21206490
202538;A024;6;90;ACREDITADO;69;15519790
202538;A024;6;90;RECHAZADA;41;13297920
202538;A025;1;40;ACREDITADO;2;231092.06
202538;A025;6;90;ACREDITADO;13;1631499.87
202538;A025;6;90;RECHAZADA;7;821590.82
202538;A027;9;20;ACREDITADO;2707;309138397
202538;A027;9;20;RECHAZADA;47;8666209
202538;A031;1;40;ACREDITADO;13;241599
202538;A031;9;20;ACREDITADO;82;924633.97
202538;A032;4;90;ACREDITADO;1;25
202538;A032;9;20;ACREDITADO;3;14
202538;A035;6;90;ACREDITADO;95;18936847.33
202538;A035;6;90;RECHAZADA;35;11273943.50
202538;A037;6;90;ACREDITADO;15;794135.22
202538;A037;6;90;RECHAZADA;15;1377067.42
202538;A038;1;40;ACREDITADO;9002;1876356717.85
202538;A038;6;80;ACREDITADO;473;96961020.48
202538;A038;6;80;RECHAZADA;1247;309792850.84
202538;A040;1;40;ACREDITADO;524;101703494.58
202538;A041;9;20;ACREDITADO;6;573348.49
202538;A042;9;20;ACREDITADO;1363;76748545.01
202538;A042;9;20;DEVUELTA;3;109689.72
202538;A042;9;20;RECHAZADA;17;1328499.01
202538;A045;1;40;ACREDITADO;4398;707071241.55
202538;A046;4;80;ACREDITADO;18;415000
202538;A046;4;80;RECHAZADA;1;100000
202538;A046;4;90;ACREDITADO;94;1889000
202538;A046;4;90;DEVUELTA;1;59000
202538;A046;4;90;RECHAZADA;4;90000
202538;A046;9;20;ACREDITADO;785;26466994
202538;A046;9;20;DEVUELTA;1;207000
202538;A046;9;20;RECHAZADA;3;66000
202538;A052;1;40;ACREDITADO;94;17174237.13
202538;A053;4;60;ACREDITADO;308;6175913.10
202538;A053;4;60;RECHAZADA;12;235948.50
202538;A053;4;80;ACREDITADO;529;17164420.50
202538;A053;4;80;DEVUELTA;1;63694.03
202538;A053;4;80;RECHAZADA;118;7087421.14
202538;A053;4;90;ACREDITADO;909;20650626.13
202538;A053;4;90;RECHAZADA;53;1999216.06
202538;A053;9;20;ACREDITADO;3175;60718298.72
202538;A053;9;20;RECHAZADA;39;909600
202538;A055;9;20;ACREDITADO;3430;41087464.12
202538;A055;9;20;RECHAZADA;14;360650.70
202538;A058;9;20;ACREDITADO;13;14729750.60
202538;A060;9;20;ACREDITADO;238;61684459.16
202538;A060;9;20;RECHAZADA;3;4473015.87
202538;A061;1;40;ACREDITADO;124;15385040.54
202538;A062;4;90;ACREDITADO;1;12000
202538;A062;9;20;ACREDITADO;52;518000
202538;A063;9;20;ACREDITADO;28;1102015
202538;A064;1;40;ACREDITADO;60;826800
202538;A065;4;60;ACREDITADO;24;258144.66
202538;A065;4;80;ACREDITADO;19;403656.93
202538;A065;4;90;ACREDITADO;63;622457.43
202538;A065;4;90;DEVUELTA;1;126
202538;A065;4;90;RECHAZADA;3;142712.87
202538;A065;9;20;ACREDITADO;4;47500
202538;A066;9;20;ACREDITADO;186;6005996.79
202538;A066;9;20;RECHAZADA;1;5986.80
202538;A069;1;40;ACREDITADO;3542;405640532.91
202538;A070;9;20;ACREDITADO;1329;144003700
202538;A070;9;20;DEVUELTA;31;4885800
202538;A070;9;20;RECHAZADA;19;3156900
202538;A071;6;60;ACREDITADO;1;501
202538;A071;6;80;ACREDITADO;2;283140
202538;A071;6;80;RECHAZADA;3;283641
202538;A071;6;90;ACREDITADO;2;283140
202538;A072;6;80;ACREDITADO;12;1708770
202538;A072;6;80;RECHAZADA;1;138250
202538;A072;6;90;ACREDITADO;506;46092738.40
202538;A072;6;90;RECHAZADA;116;10307404.80
202538;A073;9;20;ACREDITADO;5;5
202538;A073;9;20;DEVUELTA;8;4008
202538;A076;9;20;ACREDITADO;1;168860.25
202538;A077;6;80;ACREDITADO;2;240000
202538;A078;9;20;ACREDITADO;529;77271561.24
202538;A078;9;20;DEVUELTA;27;2729575.43
202538;A078;9;20;RECHAZADA;11;4244000
202538;A079;9;20;ACREDITADO;1;500
202538;A080;1;40;ACREDITADO;2494;40982709
202538;A081;1;40;ACREDITADO;43;2258735.87
202538;A082;9;20;ACREDITADO;219;36919387
202538;A082;9;20;RECHAZADA;14;3902000
202538;A084;1;40;ACREDITADO;2887;303768778.89
202538;A085;4;80;ACREDITADO;1;56300
202538;A085;6;80;RECHAZADA;1;1250
202538;A087;1;40;ACREDITADO;54;7018833.85
202538;A089;1;40;ACREDITADO;13;149851
202538;A090;1;40;ACREDITADO;2825;476373875.05
202538;A092;1;40;ACREDITADO;1;11521.70
202538;A093;6;80;RECHAZADA;2;10
202538;A094;9;20;ACREDITADO;299;1443965
202538;A095;1;40;ACREDITADO;1957;26861047.31
202538;A098;1;40;ACREDITADO;583;144815539.94
202538;A100;1;40;ACREDITADO;5;295
202538;B;1;40;ACREDITADO;3;6
202538;B;4;10;ACREDITADO;3;220978.50
202538;B;4;60;ACREDITADO;128;1477833.68
202538;B;4;60;RECHAZADA;14;144608.50
202538;B;4;80;ACREDITADO;134;4125130.09
202538;B;4;80;RECHAZADA;5;32618
202538;B;4;90;ACREDITADO;788;12315122.17
202538;B;4;90;RECHAZADA;22;207036.22
202538;B;6;80;ACREDITADO;4;480
202538;B;6;80;DEVUELTA;2;240
202538;B;9;20;ACREDITADO;3336;155064560.94
202538;B;9;20;DEVUELTA;3;13.20
202538;B;9;20;RECHAZADA;20;1291463.44
202538;C;9;20;ACREDITADO;22531;2268638888.30
202538;C;9;20;DEVUELTA;1;34500
202538;C;9;20;RECHAZADA;210;34492326.20
202538;D;9;20;ACREDITADO;2269;505903146.61
202538;D;9;20;RECHAZADA;37;11596640.16
202538;E;9;20;ACREDITADO;103;924126.75
202538;E;9;20;RECHAZADA;1;7780
202538;F;9;20;ACREDITADO;2809;530377853.91
202538;F;9;20;RECHAZADA;121;42397284.07
202538;G;9;20;ACREDITADO;9329;241714720.02
202538;G;9;20;RECHAZADA;101;4422201.37
202538;H;9;20;ACREDITADO;160;939870
202538;J;4;90;ACREDITADO;787;146729737.02
202538;J;4;90;RECHAZADA;60;13306247.34
202538;J;6;90;ACREDITADO;443;82228104.64
202538;J;6;90;RECHAZADA;123;26742052.61
202538;K;4;90;ACREDITADO;2545;442897322.44
202538;K;4;90;DEVUELTA;3;419210.18
202538;K;4;90;RECHAZADA;285;69954362.53
202538;K;6;90;ACREDITADO;1802;317618128.11
202538;K;6;90;RECHAZADA;519;108708537.38
202538;N;9;20;ACREDITADO;3003;188019951.71
202538;N;9;20;RECHAZADA;27;3147904.52
202538;PMC;2;50;ACREDITADO;52452;10534532901.67
202538;Q;6;90;ACREDITADO;164;8637569.69
202538;Q;6;90;RECHAZADA;34;2290383.29
202538;R;9;20;ACREDITADO;12918;1433207373.22
202538;R;9;20;DEVUELTA;20;1269654.71
202538;R;9;20;RECHAZADA;239;54288021.80
202538;SURF;4;10;ACREDITADO;6;505000
202538;SURF;4;10;RECHAZADA;1;70000
202538;SURF;4;60;ACREDITADO;326;15041460
202538;SURF;4;60;RECHAZADA;20;2194000
202538;SURF;4;80;ACREDITADO;42;1156924
202538;SURF;4;80;DEVUELTA;2;2000
202538;SURF;4;80;RECHAZADA;1;23000
202538;SURF;4;90;ACREDITADO;4553;185608289.97
202538;SURF;4;90;DEVUELTA;2;216000
202538;SURF;4;90;RECHAZADA;214;12164700
202538;SURF;9;20;ACREDITADO;4426;201733538.42
202538;SURF;9;20;RECHAZADA;78;3999300
202538;T;4;80;DEVUELTA;1;19.36
202538;T;4;90;DEVUELTA;1;14.14
202538;T;6;80;DEVUELTA;1;63
202538;T;9;20;ACREDITADO;3;14
202538;T;9;20;DEVUELTA;3;33.20
202538;U;4;60;ACREDITADO;6;693682.91
202538;U;4;90;ACREDITADO;112;15157249.22
202538;U;4;90;DEVUELTA;1;24217.84
